	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d
22	18.73	1.90	4.83	1.02	1.76	0.73	14.40	3.39	11.45	0.82	7.26	2.06	12.99	2.15	3.18	0.90	-20.41	1.92	71.64	0.83	-6.98	1.99	-2.34	1.24	4.14	2.56	-1.84	1.28	-28.70	3.52	74.07	0.62	-5.26	2.89	-6.63	2.03	16.93	5.25	2.60	11.36	11.95	6.06	10.75	2.17	-18.93	71.19	-6.59	-2.00	1.49	-0.56	-25.65	73.41	-3.99	-4.59	18.55	3.67	1.26	13.80	10.51	6.07	15.05	3.88	-19.72	72.59	-9.13	-3.71	4.31	-1.86	-27.91	74.15	-8.58	-8.65	20.71	5.56	1.43	18.05	11.90	9.64	13.17	3.49	-22.58	71.13	-5.20	-1.31	6.61	-3.11	-32.55	74.64	-3.23	-6.65
23	17.44	1.83	4.72	1.09	1.49	0.49	12.93	3.19	11.44	0.86	7.49	1.96	12.42	2.05	2.94	0.88	-20.03	2.06	72.00	0.78	-6.86	1.87	-2.35	1.30	3.48	2.39	-1.40	1.21	-28.73	3.43	74.42	0.64	-5.22	2.85	-6.52	2.25	15.74	5.03	2.04	10.06	11.91	6.28	10.36	1.97	-18.21	71.60	-6.38	-1.95	1.01	-0.12	-25.59	73.76	-3.90	-4.26	17.21	3.51	1.37	12.37	10.45	6.44	14.45	3.68	-19.63	72.90	-8.93	-3.80	3.66	-1.54	-28.19	74.47	-8.48	-8.76	19.37	5.62	1.08	16.37	11.95	9.75	12.46	3.17	-22.27	71.49	-5.28	-1.30	5.78	-2.54	-32.40	75.04	-3.26	-6.55
24	16.06	1.74	4.56	1.13	1.06	0.47	11.40	2.95	11.39	0.86	7.54	1.75	11.79	1.96	2.67	0.81	-19.54	2.15	72.32	0.73	-6.86	1.79	-2.33	1.35	2.80	2.19	-0.92	1.14	-28.60	3.32	74.77	0.66	-5.25	2.81	-6.38	2.45	14.47	4.73	1.41	8.73	11.81	6.41	9.89	1.78	-17.47	71.98	-6.27	-1.88	0.51	0.31	-25.39	74.09	-3.83	-3.94	15.80	3.35	1.25	10.91	10.40	6.66	13.80	3.38	-19.41	73.16	-8.88	-3.85	3.01	-1.15	-28.39	74.79	-8.48	-8.83	17.92	5.59	0.53	14.57	11.95	9.56	11.66	2.85	-21.75	71.83	-5.44	-1.27	4.87	-1.93	-32.02	75.41	-3.43	-6.37
25	14.63	1.63	4.32	1.14	0.50	0.57	9.86	2.69	11.30	0.83	7.40	1.47	11.08	1.87	2.39	0.72	-18.91	2.15	72.62	0.66	-6.93	1.78	-2.31	1.39	2.09	1.98	-0.46	1.07	-28.25	3.21	75.10	0.67	-5.29	2.82	-6.23	2.60	13.16	4.37	0.76	7.41	11.65	6.43	9.38	1.60	-16.71	72.34	-6.22	-1.80	-0.01	0.72	-24.96	74.42	-3.73	-3.68	14.34	3.16	0.89	9.45	10.35	6.68	13.08	3.01	-19.03	73.38	-8.95	-3.88	2.36	-0.72	-28.45	75.11	-8.56	-8.88	16.38	5.44	-0.15	12.73	11.90	9.09	10.79	2.56	-21.01	72.15	-5.62	-1.26	3.92	-1.37	-31.36	75.76	-3.60	-6.12
26	13.17	1.50	4.03	1.11	-0.15	0.66	8.36	2.43	11.16	0.79	7.08	1.17	10.34	1.78	2.12	0.61	-18.15	2.08	72.89	0.59	-7.02	1.81	-2.31	1.42	1.39	1.78	-0.02	1.00	-27.66	3.10	75.42	0.66	-5.29	2.90	-6.10	2.71	11.85	3.97	0.14	6.12	11.43	6.32	8.84	1.43	-15.95	72.67	-6.20	-1.74	-0.53	1.08	-24.29	74.75	-3.56	-3.52	12.87	2.95	0.32	8.01	10.27	6.50	12.30	2.61	-18.44	73.56	-9.10	-3.93	1.70	-0.28	-28.29	75.45	-8.64	-8.93	14.80	5.18	-0.91	10.94	11.78	8.43	9.89	2.32	-20.07	72.44	-5.77	-1.27	2.99	-0.87	-30.40	76.08	-3.67	-5.84
27	11.76	1.36	3.71	1.08	-0.82	0.72	6.93	2.21	10.98	0.75	6.64	0.89	9.60	1.67	1.87	0.52	-17.31	1.93	73.14	0.52	-7.12	1.88	-2.34	1.46	0.72	1.61	0.36	0.93	-26.85	2.98	75.75	0.64	-5.22	3.02	-5.99	2.80	10.60	3.57	-0.40	4.90	11.18	6.12	8.32	1.26	-15.23	72.98	-6.19	-1.70	-1.03	1.38	-23.49	75.09	-3.39	-3.44	11.42	2.72	-0.41	6.62	10.15	6.13	11.49	2.19	-17.67	73.72	-9.28	-4.01	1.06	0.13	-27.89	75.79	-8.70	-8.99	13.25	4.85	-1.66	9.28	11.61	7.67	8.99	2.14	-19.04	72.71	-5.88	-1.32	2.13	-0.44	-29.17	76.38	-3.56	-5.55
28	10.43	1.22	3.39	1.03	-1.44	0.78	5.62	2.03	10.78	0.71	6.13	0.67	8.90	1.55	1.63	0.48	-16.47	1.73	73.37	0.46	-7.20	1.98	-2.40	1.50	0.12	1.47	0.69	0.86	-25.91	2.81	76.09	0.62	-5.07	3.14	-5.90	2.87	9.44	3.20	-0.79	3.75	10.92	5.87	7.85	1.09	-14.62	73.27	-6.18	-1.68	-1.48	1.63	-22.68	75.45	-3.24	-3.43	10.05	2.48	-1.22	5.32	10.01	5.63	10.68	1.80	-16.77	73.86	-9.49	-4.13	0.45	0.51	-27.27	76.15	-8.70	-9.05	11.80	4.50	-2.31	7.78	11.41	6.89	8.16	2.00	-18.03	72.97	-5.95	-1.40	1.39	-0.07	-27.78	76.68	-3.28	-5.24
29	9.22	1.10	3.10	0.98	-1.92	0.89	4.41	1.90	10.58	0.68	5.63	0.56	8.26	1.41	1.42	0.48	-15.74	1.51	73.60	0.39	-7.30	2.10	-2.49	1.55	-0.40	1.36	0.98	0.79	-24.95	2.58	76.45	0.59	-4.90	3.24	-5.83	2.94	8.39	2.87	-0.99	2.68	10.67	5.63	7.47	0.93	-14.17	73.56	-6.17	-1.69	-1.88	1.83	-21.97	75.82	-3.16	-3.45	8.79	2.25	-1.98	4.12	9.85	5.06	9.90	1.43	-15.88	74.00	-9.73	-4.28	-0.10	0.85	-26.51	76.52	-8.64	-9.12	10.47	4.17	-2.78	6.44	11.21	6.19	7.43	1.89	-17.18	73.23	-6.00	-1.49	0.78	0.27	-26.37	77.00	-2.91	-4.93
30	8.12	1.00	2.83	0.95	-2.19	1.07	3.30	1.78	10.40	0.66	5.18	0.59	7.71	1.28	1.22	0.50	-15.20	1.34	73.84	0.32	-7.40	2.25	-2.59	1.61	-0.83	1.27	1.26	0.72	-24.05	2.32	76.82	0.57	-4.73	3.30	-5.78	3.02	7.45	2.58	-0.98	1.68	10.47	5.43	7.15	0.79	-13.92	73.87	-6.17	-1.73	-2.20	2.02	-21.40	76.22	-3.15	-3.49	7.65	2.04	-2.61	3.02	9.70	4.51	9.18	1.10	-15.11	74.15	-10.00	-4.45	-0.58	1.16	-25.70	76.89	-8.53	-9.20	9.27	3.88	-3.00	5.21	11.02	5.60	6.81	1.76	-16.59	73.51	-6.04	-1.59	0.30	0.60	-25.06	77.35	-2.52	-4.65
31	7.12	0.92	2.61	0.94	-2.24	1.28	2.27	1.67	10.24	0.65	4.83	0.69	7.22	1.16	1.02	0.50	-14.89	1.25	74.11	0.26	-7.52	2.41	-2.70	1.66	-1.16	1.19	1.53	0.64	-23.26	2.04	77.22	0.55	-4.57	3.32	-5.74	3.09	6.58	2.32	-0.76	0.75	10.33	5.29	6.86	0.65	-13.86	74.18	-6.17	-1.79	-2.43	2.21	-20.97	76.65	-3.20	-3.54	6.62	1.85	-3.00	2.01	9.55	4.04	8.52	0.82	-14.55	74.32	-10.30	-4.62	-1.00	1.44	-24.89	77.27	-8.36	-9.27	8.18	3.66	-2.95	4.06	10.85	5.17	6.29	1.60	-16.28	73.81	-6.10	-1.70	-0.07	0.94	-23.91	77.75	-2.17	-4.41
32	6.19	0.84	2.42	0.95	-2.07	1.45	1.30	1.55	10.12	0.65	4.60	0.80	6.79	1.07	0.84	0.48	-14.80	1.25	74.39	0.22	-7.65	2.56	-2.81	1.70	-1.41	1.11	1.80	0.56	-22.57	1.77	77.65	0.53	-4.42	3.27	-5.71	3.14	5.74	2.10	-0.42	-0.13	10.23	5.20	6.57	0.53	-13.94	74.51	-6.18	-1.86	-2.55	2.40	-20.64	77.12	-3.27	-3.60	5.68	1.68	-3.14	1.07	9.42	3.69	7.95	0.58	-14.23	74.52	-10.62	-4.78	-1.33	1.71	-24.12	77.64	-8.12	-9.32	7.17	3.49	-2.66	2.95	10.70	4.90	5.84	1.40	-16.24	74.14	-6.17	-1.80	-0.34	1.28	-22.95	78.19	-1.88	-4.22
33	5.31	0.77	2.27	0.98	-1.74	1.54	0.37	1.42	10.01	0.63	4.47	0.89	6.38	1.01	0.65	0.44	-14.88	1.30	74.69	0.19	-7.80	2.72	-2.92	1.74	-1.56	1.03	2.06	0.49	-21.96	1.53	78.11	0.54	-4.27	3.18	-5.70	3.15	4.91	1.89	-0.04	-0.95	10.15	5.17	6.27	0.42	-14.09	74.85	-6.22	-1.95	-2.58	2.58	-20.35	77.62	-3.35	-3.67	4.82	1.53	-3.02	0.19	9.32	3.47	7.45	0.37	-14.17	74.76	-10.94	-4.92	-1.58	1.98	-23.40	78.01	-7.81	-9.32	6.19	3.39	-2.16	1.87	10.56	4.76	5.43	1.16	-16.38	74.47	-6.25	-1.88	-0.51	1.62	-22.11	78.68	-1.65	-4.09
34	4.45	0.69	2.14	1.02	-1.31	1.51	-0.51	1.29	9.91	0.60	4.42	0.93	6.01	0.98	0.46	0.40	-15.07	1.35	75.00	0.17	-7.97	2.85	-3.01	1.76	-1.62	0.97	2.30	0.41	-21.35	1.35	78.58	0.56	-4.09	3.05	-5.69	3.11	4.09	1.71	0.30	-1.73	10.07	5.18	5.95	0.30	-14.27	75.17	-6.33	-2.03	-2.52	2.74	-20.01	78.13	-3.41	-3.79	4.01	1.40	-2.69	-0.64	9.25	3.38	7.02	0.17	-14.30	75.02	-11.26	-5.04	-1.75	2.24	-22.71	78.40	-7.42	-9.28	5.24	3.30	-1.54	0.84	10.41	4.70	5.07	0.91	-16.62	74.82	-6.33	-1.95	-0.59	1.92	-21.33	79.21	-1.43	-4.00
35	3.60	0.61	2.01	1.06	-0.83	1.38	-1.35	1.15	9.80	0.55	4.44	0.92	5.68	0.96	0.29	0.35	-15.28	1.36	75.33	0.14	-8.17	2.94	-3.09	1.78	-1.61	0.94	2.52	0.35	-20.71	1.22	79.07	0.62	-3.89	2.90	-5.70	3.05	3.27	1.53	0.56	-2.46	9.97	5.21	5.62	0.19	-14.45	75.48	-6.52	-2.09	-2.41	2.87	-19.58	78.63	-3.44	-3.95	3.23	1.27	-2.20	-1.45	9.19	3.42	6.67	-0.00	-14.55	75.32	-11.57	-5.14	-1.84	2.50	-22.01	78.80	-6.98	-9.22	4.30	3.22	-0.87	-0.16	10.24	4.69	4.76	0.68	-16.85	75.19	-6.42	-2.02	-0.58	2.18	-20.55	79.79	-1.24	-3.93
36	2.78	0.54	1.87	1.07	-0.39	1.18	-2.15	1.03	9.68	0.48	4.49	0.86	5.40	0.95	0.14	0.33	-15.47	1.30	75.66	0.10	-8.40	3.00	-3.16	1.80	-1.53	0.93	2.70	0.31	-20.03	1.16	79.57	0.70	-3.68	2.72	-5.72	2.96	2.47	1.36	0.71	-3.15	9.84	5.24	5.29	0.08	-14.62	75.76	-6.82	-2.15	-2.26	2.98	-19.02	79.12	-3.45	-4.14	2.47	1.15	-1.63	-2.22	9.14	3.55	6.39	-0.16	-14.82	75.63	-11.86	-5.24	-1.86	2.74	-21.30	79.22	-6.51	-9.13	3.41	3.10	-0.24	-1.09	10.06	4.69	4.50	0.49	-16.97	75.58	-6.53	-2.10	-0.49	2.37	-19.76	80.38	-1.08	-3.88
37	1.99	0.49	1.72	1.07	-0.01	0.94	-2.90	0.93	9.55	0.42	4.55	0.77	5.16	0.93	0.01	0.32	-15.57	1.19	75.99	0.04	-8.67	3.03	-3.25	1.81	-1.39	0.94	2.84	0.29	-19.29	1.14	80.09	0.78	-3.50	2.55	-5.75	2.86	1.70	1.20	0.75	-3.80	9.71	5.25	5.00	-0.01	-14.75	76.04	-7.20	-2.21	-2.08	3.07	-18.36	79.62	-3.47	-4.34	1.72	1.02	-1.06	-2.97	9.08	3.72	6.16	-0.30	-15.04	75.95	-12.15	-5.34	-1.79	2.93	-20.57	79.66	-6.06	-9.03	2.56	2.95	0.27	-1.94	9.87	4.69	4.32	0.34	-16.93	75.98	-6.65	-2.21	-0.32	2.51	-18.95	80.99	-0.97	-3.86
38	1.25	0.46	1.56	1.04	0.24	0.71	-3.61	0.85	9.41	0.35	4.59	0.68	4.99	0.89	-0.08	0.33	-15.53	1.00	76.33	0.06	-8.96	3.03	-3.37	1.80	-1.20	0.97	2.94	0.29	-18.52	1.14	80.61	0.84	-3.38	2.39	-5.78	2.75	0.98	1.04	0.69	-4.41	9.56	5.22	4.76	-0.08	-14.79	76.31	-7.64	-2.29	-1.89	3.14	-17.62	80.13	-3.54	-4.53	0.99	0.88	-0.57	-3.69	9.01	3.87	5.97	-0.41	-15.12	76.28	-12.43	-5.45	-1.63	3.07	-19.80	80.12	-5.69	-8.93	1.78	2.76	0.60	-2.72	9.66	4.70	4.24	0.24	-16.67	76.40	-6.80	-2.37	-0.09	2.61	-18.15	81.59	-0.91	-3.88
39	0.57	0.45	1.38	1.00	0.34	0.51	-4.25	0.78	9.25	0.30	4.59	0.61	4.91	0.84	-0.15	0.34	-15.30	0.79	76.68	0.14	-9.26	3.02	-3.53	1.78	-0.96	1.02	3.00	0.28	-17.72	1.10	81.14	0.90	-3.33	2.25	-5.82	2.63	0.34	0.87	0.53	-4.98	9.40	5.14	4.62	-0.12	-14.72	76.60	-8.11	-2.43	-1.69	3.17	-16.83	80.62	-3.65	-4.70	0.28	0.73	-0.24	-4.35	8.90	3.94	5.85	-0.50	-14.98	76.61	-12.69	-5.58	-1.39	3.14	-18.95	80.61	-5.40	-8.83	1.09	2.53	0.72	-3.43	9.44	4.70	4.25	0.18	-16.19	76.84	-7.00	-2.58	0.20	2.68	-17.36	82.18	-0.93	-3.94
40	-0.04	0.47	1.19	0.95	0.26	0.36	-4.84	0.72	9.06	0.26	4.54	0.58	4.92	0.76	-0.17	0.36	-14.88	0.56	77.06	0.22	-9.60	2.98	-3.73	1.73	-0.66	1.06	3.01	0.25	-16.88	1.02	81.65	0.94	-3.35	2.13	-5.88	2.51	-0.22	0.71	0.28	-5.50	9.20	5.01	4.58	-0.15	-14.50	76.90	-8.58	-2.63	-1.47	3.16	-16.02	81.11	-3.81	-4.85	-0.39	0.57	-0.11	-4.96	8.77	3.90	5.80	-0.55	-14.62	76.96	-12.95	-5.72	-1.06	3.16	-18.01	81.11	-5.21	-8.75	0.49	2.28	0.60	-4.07	9.22	4.72	4.39	0.18	-15.52	77.31	-7.26	-2.84	0.54	2.72	-16.62	82.74	-1.03	-4.05
41	-0.58	0.50	0.97	0.88	-0.01	0.26	-5.38	0.66	8.85	0.22	4.43	0.61	5.05	0.67	-0.17	0.39	-14.29	0.37	77.45	0.31	-9.97	2.91	-3.96	1.64	-0.32	1.09	3.00	0.21	-16.05	0.89	82.14	0.97	-3.44	2.00	-5.96	2.38	-0.70	0.55	-0.06	-5.96	8.96	4.83	4.67	-0.15	-14.14	77.22	-9.07	-2.91	-1.22	3.11	-15.22	81.57	-3.98	-4.99	-1.01	0.39	-0.23	-5.51	8.59	3.73	5.82	-0.56	-14.01	77.32	-13.23	-5.86	-0.64	3.13	-16.99	81.60	-5.11	-8.66	-0.02	1.99	0.27	-4.67	9.00	4.75	4.66	0.21	-14.71	77.81	-7.62	-3.13	0.90	2.76	-15.95	83.27	-1.22	-4.22
42	-1.04	0.56	0.73	0.82	-0.44	0.18	-5.86	0.58	8.62	0.20	4.28	0.72	5.29	0.56	-0.13	0.40	-13.57	0.32	77.85	0.40	-10.39	2.82	-4.22	1.53	0.09	1.11	2.96	0.15	-15.25	0.73	82.60	0.99	-3.58	1.86	-6.04	2.23	-1.10	0.36	-0.48	-6.36	8.70	4.62	4.90	-0.12	-13.67	77.55	-9.58	-3.24	-0.89	3.04	-14.48	82.00	-4.15	-5.10	-1.56	0.17	-0.61	-5.99	8.39	3.46	5.94	-0.53	-13.21	77.70	-13.53	-5.98	-0.14	3.06	-15.94	82.06	-5.09	-8.59	-0.45	1.67	-0.24	-5.22	8.76	4.76	5.04	0.27	-13.83	78.30	-8.07	-3.44	1.29	2.78	-15.31	83.73	-1.49	-4.42
43	-1.43	0.62	0.45	0.75	-1.01	0.17	-6.28	0.48	8.36	0.19	4.08	0.86	5.65	0.45	-0.06	0.41	-12.77	0.44	78.24	0.47	-10.85	2.69	-4.49	1.37	0.54	1.09	2.92	0.10	-14.48	0.56	82.99	0.98	-3.73	1.71	-6.13	2.09	-1.43	0.13	-0.96	-6.68	8.41	4.41	5.26	-0.06	-13.10	77.87	-10.12	-3.62	-0.47	2.96	-13.84	82.38	-4.27	-5.22	-2.05	-0.09	-1.20	-6.42	8.14	3.11	6.15	-0.47	-12.28	78.08	-13.84	-6.08	0.42	2.98	-14.90	82.47	-5.11	-8.52	-0.82	1.31	-0.88	-5.75	8.52	4.72	5.53	0.34	-12.94	78.77	-8.60	-3.78	1.69	2.80	-14.69	84.13	-1.82	-4.65
44	-1.78	0.67	0.12	0.69	-1.66	0.24	-6.67	0.37	8.08	0.19	3.85	0.97	6.10	0.35	0.01	0.40	-11.97	0.61	78.60	0.53	-11.33	2.54	-4.78	1.20	1.05	1.04	2.88	0.05	-13.77	0.39	83.31	0.96	-3.89	1.53	-6.25	1.94	-1.72	-0.14	-1.48	-6.95	8.13	4.22	5.74	0.03	-12.49	78.17	-10.67	-4.03	0.01	2.92	-13.33	82.69	-4.35	-5.36	-2.48	-0.39	-1.92	-6.81	7.87	2.75	6.45	-0.39	-11.30	78.45	-14.14	-6.16	1.05	2.91	-13.94	82.82	-5.14	-8.48	-1.14	0.91	-1.56	-6.25	8.24	4.58	6.11	0.41	-12.11	79.20	-9.19	-4.14	2.09	2.82	-14.05	84.42	-2.18	-4.91
45	-2.10	0.71	-0.25	0.64	-2.29	0.34	-7.01	0.26	7.79	0.19	3.61	1.03	6.65	0.29	0.08	0.39	-11.23	0.76	78.93	0.59	-11.82	2.37	-5.07	1.02	1.61	0.97	2.88	0.04	-13.17	0.24	83.53	0.92	-4.04	1.33	-6.41	1.79	-2.00	-0.48	-1.99	-7.16	7.86	4.06	6.32	0.13	-11.89	78.42	-11.24	-4.44	0.57	2.92	-12.95	82.88	-4.38	-5.56	-2.85	-0.74	-2.66	-7.17	7.58	2.43	6.86	-0.34	-10.40	78.79	-14.42	-6.25	1.77	2.88	-13.12	83.11	-5.17	-8.47	-1.45	0.48	-2.22	-6.71	7.93	4.34	6.78	0.44	-11.40	79.57	-9.79	-4.53	2.49	2.84	-13.42	84.58	-2.57	-5.20
46	-2.40	0.71	-0.65	0.61	-2.84	0.43	-7.33	0.18	7.49	0.19	3.38	1.04	7.30	0.28	0.11	0.38	-10.64	0.87	79.19	0.64	-12.28	2.19	-5.37	0.86	2.24	0.92	2.92	0.06	-12.69	0.15	83.64	0.86	-4.20	1.13	-6.63	1.64	-2.28	-0.86	-2.45	-7.35	7.60	3.92	6.98	0.23	-11.36	78.61	-11.77	-4.81	1.19	2.99	-12.71	82.97	-4.41	-5.83	-3.17	-1.13	-3.30	-7.49	7.28	2.18	7.39	-0.31	-9.68	79.10	-14.68	-6.36	2.61	2.89	-12.53	83.34	-5.22	-8.52	-1.76	0.04	-2.78	-7.14	7.59	4.03	7.52	0.43	-10.88	79.87	-10.39	-4.94	2.91	2.88	-12.84	84.62	-2.98	-5.55
47	-2.70	0.70	-1.07	0.59	-3.26	0.48	-7.61	0.14	7.19	0.20	3.16	1.01	8.03	0.31	0.11	0.39	-10.22	0.92	79.39	0.68	-12.70	2.00	-5.68	0.74	2.96	0.92	3.00	0.09	-12.40	0.20	83.65	0.79	-4.41	0.97	-6.93	1.49	-2.58	-1.28	-2.81	-7.52	7.36	3.78	7.71	0.30	-10.93	78.73	-12.26	-5.15	1.90	3.10	-12.62	82.95	-4.46	-6.19	-3.45	-1.53	-3.76	-7.77	6.97	2.00	8.05	-0.34	-9.18	79.35	-14.89	-6.53	3.60	2.95	-12.21	83.49	-5.34	-8.65	-2.07	-0.41	-3.21	-7.54	7.25	3.70	8.33	0.36	-10.56	80.10	-10.96	-5.36	3.37	2.95	-12.36	84.51	-3.41	-5.96
48	-3.00	0.66	-1.51	0.58	-3.54	0.49	-7.87	0.16	6.90	0.22	2.97	0.97	8.84	0.35	0.05	0.40	-9.99	0.93	79.51	0.73	-13.09	1.81	-6.01	0.68	3.78	1.03	3.13	0.10	-12.30	0.32	83.54	0.72	-4.70	0.86	-7.33	1.37	-2.91	-1.71	-3.06	-7.69	7.12	3.63	8.50	0.31	-10.62	78.78	-12.69	-5.45	2.71	3.25	-12.67	82.82	-4.62	-6.63	-3.70	-1.96	-4.04	-8.00	6.68	1.86	8.83	-0.41	-8.92	79.54	-15.06	-6.76	4.75	3.07	-12.18	83.54	-5.59	-8.91	-2.39	-0.85	-3.52	-7.92	6.91	3.42	9.20	0.24	-10.44	80.23	-11.52	-5.80	3.89	3.06	-12.06	84.26	-3.88	-6.46
49	-3.31	0.62	-1.95	0.58	-3.71	0.47	-8.10	0.23	6.61	0.23	2.79	0.92	9.74	0.41	-0.06	0.41	-9.92	0.92	79.54	0.77	-13.45	1.61	-6.35	0.67	4.75	1.24	3.29	0.10	-12.42	0.46	83.30	0.66	-5.11	0.81	-7.84	1.27	-3.25	-2.14	-3.22	-7.85	6.86	3.42	9.34	0.27	-10.42	78.73	-13.05	-5.72	3.64	3.41	-12.87	82.58	-4.92	-7.15	-3.96	-2.41	-4.16	-8.16	6.40	1.73	9.72	-0.52	-8.86	79.61	-15.23	-7.06	6.09	3.25	-12.43	83.44	-6.00	-9.31	-2.73	-1.30	-3.74	-8.31	6.58	3.22	10.15	0.09	-10.48	80.26	-12.08	-6.26	4.52	3.23	-11.95	83.87	-4.42	-7.07
50	-3.63	0.58	-2.41	0.57	-3.80	0.44	-8.30	0.36	6.30	0.23	2.60	0.88	10.72	0.47	-0.19	0.42	-9.97	0.89	79.44	0.80	-13.82	1.43	-6.71	0.71	5.87	1.55	3.48	0.07	-12.74	0.60	82.90	0.61	-5.68	0.81	-8.46	1.22	-3.61	-2.56	-3.32	-7.98	6.55	3.14	10.24	0.18	-10.31	78.59	-13.37	-6.00	4.73	3.56	-13.20	82.20	-5.39	-7.74	-4.21	-2.88	-4.18	-8.22	6.10	1.59	10.73	-0.64	-8.96	79.55	-15.42	-7.41	7.63	3.44	-12.97	83.15	-6.60	-9.88	-3.06	-1.77	-3.92	-8.69	6.26	3.07	11.19	-0.10	-10.65	80.17	-12.66	-6.73	5.26	3.43	-12.06	83.36	-5.05	-7.78
51	-3.94	0.55	-2.90	0.55	-3.89	0.43	-8.42	0.55	5.95	0.21	2.38	0.84	11.81	0.56	-0.34	0.41	-10.13	0.87	79.19	0.81	-14.23	1.28	-7.08	0.76	7.19	1.92	3.66	0.04	-13.27	0.78	82.32	0.58	-6.42	0.87	-9.18	1.22	-3.96	-3.00	-3.40	-8.03	6.18	2.78	11.22	0.05	-10.29	78.33	-13.69	-6.27	6.01	3.71	-13.63	81.65	-6.02	-8.40	-4.47	-3.38	-4.17	-8.18	5.76	1.41	11.85	-0.76	-9.19	79.30	-15.68	-7.77	9.41	3.63	-13.80	82.60	-7.42	-10.58	-3.38	-2.31	-4.11	-9.05	5.91	2.94	12.34	-0.30	-10.91	79.93	-13.30	-7.20	6.15	3.65	-12.37	82.70	-5.83	-8.55
52	-4.20	0.53	-3.44	0.49	-4.02	0.45	-8.43	0.79	5.53	0.19	2.07	0.80	13.02	0.68	-0.49	0.39	-10.38	0.88	78.74	0.80	-14.71	1.15	-7.44	0.81	8.75	2.36	3.82	0.05	-13.97	1.04	81.50	0.53	-7.35	0.98	-9.94	1.23	-4.27	-3.46	-3.50	-7.98	5.73	2.32	12.29	-0.09	-10.38	77.90	-14.09	-6.55	7.54	3.86	-14.16	80.89	-6.80	-9.15	-4.70	-3.92	-4.19	-7.98	5.35	1.18	13.13	-0.87	-9.50	78.82	-16.05	-8.12	11.47	3.76	-14.91	81.74	-8.49	-11.36	-3.64	-2.93	-4.36	-9.34	5.51	2.72	13.65	-0.50	-11.25	79.49	-14.01	-7.64	7.24	3.85	-12.85	81.87	-6.77	-9.32
