	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d
18	21.48	1.52	6.05	0.18	1.07	1.12	17.15	0.84	12.21	0.22	5.73	0.77	14.38	3.01	2.75	0.47	-20.19	0.46	70.19	1.18	-7.45	2.88	-1.24	1.06	6.69	1.01	-1.27	0.19	-23.85	3.09	73.24	0.63	-5.53	1.51	-5.16	1.46	21.49	5.85	2.36	17.07	16.49	12.25	12.08	6.48	6.30	14.28	2.63	-20.21	69.83	-9.31	-1.90	6.92	6.41	-1.45	-1.02	-22.87	-28.41	73.32	74.10	-4.27	-7.25	-4.00	-7.19	19.97	6.11	0.59	16.67	12.02	5.04	11.42	2.34	-20.64	69.23	-8.91	-1.80	5.51	-1.23	-22.47	72.67	-4.25	-4.19	23.00	6.18	0.27	18.36	12.51	5.09	17.43	3.26	-19.72	71.50	-4.14	-0.02	7.92	-1.36	-21.65	72.87	-6.36	-5.27
19	20.53	1.52	5.87	0.24	1.37	1.18	16.08	0.87	12.14	0.33	5.62	0.89	13.89	3.03	3.07	0.56	-20.76	0.34	70.64	1.17	-7.59	2.60	-1.20	1.09	6.20	1.11	-1.32	0.15	-23.77	2.90	73.72	0.58	-5.40	1.10	-5.06	1.77	20.62	5.59	2.73	16.13	15.39	12.32	11.84	6.23	6.43	13.90	2.91	-20.43	70.30	-9.03	-1.93	6.74	5.70	-1.46	-1.11	-22.95	-27.99	73.91	74.45	-4.27	-6.79	-3.62	-7.54	18.97	5.97	0.69	15.52	11.89	4.51	10.86	2.62	-21.12	69.66	-9.15	-1.73	4.93	-1.36	-22.72	73.17	-4.82	-4.01	22.01	6.04	0.69	17.30	12.51	5.32	16.91	3.69	-20.73	71.94	-4.59	0.05	7.44	-1.37	-21.40	73.36	-5.74	-5.08
20	19.52	1.54	5.67	0.29	1.67	1.18	15.03	0.91	12.09	0.47	5.60	1.06	13.37	3.04	3.30	0.64	-20.90	0.67	71.05	1.15	-7.40	2.38	-1.31	1.13	5.69	1.23	-1.25	0.13	-23.34	2.79	74.14	0.54	-4.93	0.94	-5.11	1.99	19.67	5.35	3.01	15.23	14.29	12.47	11.60	6.07	6.55	13.50	3.06	-20.13	70.77	-8.38	-2.10	6.55	4.99	-1.33	-1.07	-22.63	-27.33	74.46	74.74	-3.89	-6.17	-3.50	-7.95	17.92	5.80	0.79	14.37	11.79	4.11	10.26	2.81	-21.24	70.07	-9.13	-1.81	4.32	-1.36	-22.56	73.59	-4.93	-3.99	20.98	5.88	1.20	16.23	12.51	5.66	16.34	4.02	-21.34	72.32	-4.69	-0.02	6.90	-1.25	-20.83	73.79	-4.74	-5.02
21	18.45	1.55	5.49	0.32	1.91	1.16	13.97	0.95	12.06	0.61	5.66	1.23	12.84	3.06	3.39	0.71	-20.67	1.08	71.46	1.13	-6.96	2.26	-1.50	1.15	5.16	1.37	-1.07	0.12	-22.73	2.81	74.51	0.54	-4.28	1.11	-5.24	2.12	18.63	5.13	3.16	14.35	13.17	12.64	11.40	6.04	6.64	13.11	3.06	-19.45	71.24	-7.52	-2.33	6.33	4.29	-1.10	-0.94	-22.02	-26.71	74.94	75.01	-3.21	-5.67	-3.58	-8.29	16.81	5.61	0.88	13.22	11.70	3.85	9.65	2.90	-21.03	70.45	-8.89	-1.99	3.70	-1.22	-22.11	73.95	-4.66	-4.07	19.90	5.74	1.69	15.14	12.52	6.09	15.75	4.21	-21.51	72.68	-4.48	-0.19	6.33	-1.02	-20.10	74.16	-3.57	-5.01
22	17.30	1.56	5.33	0.36	2.04	1.11	12.88	0.99	12.02	0.73	5.79	1.37	12.31	3.07	3.34	0.78	-20.17	1.39	71.84	1.11	-6.42	2.25	-1.71	1.14	4.63	1.48	-0.81	0.12	-22.16	2.94	74.86	0.55	-3.64	1.49	-5.34	2.17	17.50	4.94	3.12	13.43	12.03	12.77	11.22	6.16	6.70	12.73	2.92	-18.62	71.70	-6.70	-2.52	6.05	3.65	-0.81	-0.73	-21.33	-26.32	75.37	75.28	-2.40	-5.50	-3.76	-8.50	15.65	5.43	0.90	12.05	11.61	3.76	9.05	2.87	-20.58	70.82	-8.52	-2.22	3.09	-0.98	-21.56	74.26	-4.18	-4.14	18.75	5.63	2.10	14.00	12.49	6.54	15.14	4.24	-21.32	73.01	-4.05	-0.41	5.73	-0.71	-19.43	74.51	-2.49	-4.97
23	16.10	1.54	5.19	0.39	2.02	1.06	11.73	1.03	11.95	0.81	5.95	1.44	11.78	3.07	3.16	0.82	-19.55	1.58	72.21	1.08	-5.92	2.28	-1.89	1.10	4.09	1.57	-0.51	0.11	-21.75	3.12	75.19	0.57	-3.20	1.95	-5.37	2.16	16.29	4.77	2.88	12.42	10.83	12.81	11.04	6.36	6.69	12.34	2.66	-17.80	72.13	-6.08	-2.61	5.71	3.04	-0.51	-0.49	-20.69	-26.22	75.75	75.59	-1.65	-5.74	-3.94	-8.56	14.47	5.28	0.83	10.86	11.51	3.82	8.47	2.72	-19.99	71.17	-8.13	-2.44	2.49	-0.65	-21.12	74.55	-3.71	-4.13	17.54	5.53	2.34	12.80	12.42	6.95	14.52	4.10	-20.87	73.33	-3.56	-0.62	5.13	-0.37	-18.98	74.87	-1.70	-4.84
24	14.84	1.50	5.04	0.43	1.83	1.02	10.51	1.05	11.81	0.87	6.10	1.45	11.23	3.04	2.88	0.82	-18.90	1.65	72.55	1.06	-5.57	2.33	-2.00	1.04	3.55	1.62	-0.19	0.11	-21.55	3.28	75.53	0.59	-3.03	2.41	-5.29	2.16	15.02	4.58	2.46	11.30	9.58	12.76	10.84	6.55	6.58	11.92	2.32	-17.08	72.53	-5.75	-2.58	5.30	2.46	-0.19	-0.25	-20.21	-26.29	76.12	75.91	-1.12	-6.30	-4.05	-8.50	13.26	5.12	0.66	9.63	11.37	3.99	7.91	2.48	-19.35	71.50	-7.80	-2.62	1.93	-0.28	-20.92	74.85	-3.39	-3.99	16.25	5.43	2.39	11.53	12.30	7.27	13.87	3.83	-20.28	73.63	-3.16	-0.80	4.53	-0.03	-18.78	75.25	-1.29	-4.61
25	13.55	1.43	4.86	0.47	1.49	0.98	9.25	1.04	11.62	0.91	6.16	1.38	10.66	2.99	2.55	0.80	-18.27	1.64	72.88	1.04	-5.41	2.35	-2.04	0.98	3.02	1.63	0.13	0.13	-21.49	3.34	75.89	0.59	-3.10	2.81	-5.11	2.17	13.71	4.37	1.88	10.08	8.32	12.61	10.59	6.65	6.35	11.46	1.97	-16.45	72.89	-5.68	-2.45	4.83	1.89	0.12	-0.02	-19.88	-26.31	76.50	76.22	-0.87	-6.99	-4.06	-8.35	12.05	4.93	0.37	8.38	11.19	4.21	7.36	2.21	-18.71	71.83	-7.61	-2.75	1.42	0.11	-20.98	75.17	-3.31	-3.72	14.89	5.29	2.21	10.22	12.11	7.43	13.17	3.46	-19.64	73.91	-2.93	-0.91	3.96	0.30	-18.77	75.67	-1.23	-4.32
26	12.25	1.32	4.63	0.51	0.99	0.93	7.96	1.01	11.38	0.92	6.10	1.27	10.07	2.90	2.21	0.75	-17.64	1.62	73.18	1.01	-5.42	2.35	-2.02	0.96	2.50	1.63	0.43	0.17	-21.43	3.26	76.26	0.58	-3.32	3.07	-4.89	2.22	12.41	4.09	1.19	8.78	7.07	12.38	10.31	6.59	5.99	10.97	1.62	-15.84	73.22	-5.80	-2.28	4.33	1.33	0.44	0.19	-19.64	-26.09	76.89	76.51	-0.88	-7.62	-3.97	-8.18	10.85	4.70	-0.01	7.11	10.96	4.42	6.83	1.95	-18.11	72.15	-7.56	-2.83	0.95	0.49	-21.22	75.53	-3.42	-3.36	13.48	5.10	1.81	8.89	11.87	7.41	12.42	3.06	-18.97	74.16	-2.90	-0.96	3.40	0.60	-18.79	76.10	-1.38	-4.03
27	10.97	1.19	4.34	0.53	0.39	0.84	6.70	0.97	11.10	0.93	5.93	1.14	9.47	2.79	1.90	0.69	-17.00	1.63	73.47	0.96	-5.55	2.31	-1.98	0.96	2.00	1.61	0.72	0.22	-21.28	3.05	76.63	0.57	-3.58	3.16	-4.64	2.27	11.18	3.77	0.42	7.47	5.88	12.10	10.02	6.39	5.52	10.47	1.32	-15.17	73.54	-5.98	-2.11	3.82	0.79	0.76	0.39	-19.43	-25.51	77.30	76.77	-1.06	-8.03	-3.83	-7.99	9.69	4.42	-0.45	5.84	10.69	4.57	6.33	1.72	-17.55	72.48	-7.62	-2.87	0.52	0.84	-21.50	75.92	-3.61	-2.97	12.04	4.83	1.21	7.60	11.60	7.22	11.62	2.66	-18.28	74.39	-3.05	-0.96	2.88	0.87	-18.71	76.54	-1.60	-3.78
28	9.75	1.05	4.01	0.55	-0.26	0.70	5.49	0.92	10.81	0.92	5.66	1.04	8.89	2.65	1.64	0.62	-16.34	1.68	73.75	0.90	-5.74	2.23	-1.93	0.98	1.54	1.58	0.98	0.26	-20.98	2.77	77.00	0.56	-3.76	3.12	-4.42	2.30	10.04	3.42	-0.35	6.20	4.79	11.79	9.74	6.11	4.98	10.00	1.08	-14.43	73.85	-6.12	-1.97	3.32	0.28	1.05	0.60	-19.20	-24.57	77.70	77.00	-1.30	-8.15	-3.69	-7.79	8.58	4.10	-0.91	4.61	10.40	4.65	5.86	1.54	-17.03	72.81	-7.75	-2.90	0.13	1.16	-21.69	76.32	-3.80	-2.61	10.63	4.51	0.47	6.38	11.31	6.91	10.80	2.30	-17.56	74.59	-3.33	-0.93	2.41	1.11	-18.46	76.98	-1.78	-3.61
29	8.62	0.92	3.65	0.54	-0.90	0.51	4.38	0.88	10.51	0.89	5.37	1.00	8.33	2.51	1.44	0.55	-15.69	1.77	74.03	0.83	-5.93	2.13	-1.90	1.01	1.12	1.54	1.22	0.28	-20.53	2.46	77.35	0.57	-3.81	2.97	-4.24	2.29	9.01	3.07	-1.01	5.00	3.81	11.46	9.49	5.84	4.44	9.56	0.90	-13.66	74.18	-6.18	-1.89	2.83	-0.16	1.30	0.81	-18.96	-23.37	78.09	77.20	-1.52	-7.99	-3.57	-7.56	7.57	3.75	-1.34	3.46	10.08	4.66	5.44	1.42	-16.58	73.14	-7.92	-2.92	-0.21	1.45	-21.73	76.72	-3.88	-2.29	9.27	4.13	-0.34	5.25	11.02	6.56	9.98	2.00	-16.83	74.78	-3.69	-0.89	2.00	1.32	-18.05	77.40	-1.86	-3.53
30	7.58	0.80	3.29	0.51	-1.43	0.28	3.36	0.84	10.23	0.85	5.12	1.03	7.81	2.37	1.28	0.50	-15.10	1.86	74.32	0.76	-6.10	2.02	-1.89	1.03	0.75	1.50	1.43	0.28	-19.99	2.19	77.70	0.59	-3.74	2.78	-4.09	2.24	8.09	2.74	-1.50	3.89	2.94	11.11	9.28	5.64	3.95	9.17	0.76	-12.95	74.53	-6.16	-1.88	2.39	-0.53	1.51	1.04	-18.72	-22.04	78.47	77.40	-1.66	-7.62	-3.51	-7.28	6.65	3.40	-1.68	2.39	9.76	4.63	5.07	1.32	-16.21	73.48	-8.09	-2.93	-0.51	1.69	-21.64	77.11	-3.84	-2.06	7.99	3.74	-1.12	4.23	10.74	6.26	9.19	1.75	-16.13	74.95	-4.06	-0.87	1.66	1.50	-17.56	77.81	-1.82	-3.53
31	6.64	0.72	2.96	0.45	-1.81	0.07	2.44	0.82	9.96	0.80	4.94	1.10	7.34	2.25	1.16	0.46	-14.62	1.93	74.62	0.69	-6.24	1.93	-1.90	1.04	0.45	1.44	1.63	0.25	-19.44	2.01	78.03	0.62	-3.56	2.56	-3.97	2.13	7.26	2.46	-1.75	2.87	2.16	10.78	9.13	5.54	3.57	8.82	0.65	-12.40	74.89	-6.10	-1.91	1.98	-0.81	1.67	1.30	-18.50	-20.71	78.84	77.61	-1.71	-7.12	-3.49	-6.95	5.84	3.06	-1.89	1.44	9.46	4.58	4.75	1.25	-15.94	73.83	-8.23	-2.93	-0.75	1.90	-21.46	77.48	-3.68	-1.89	6.82	3.34	-1.79	3.29	10.48	6.06	8.46	1.56	-15.52	75.14	-4.39	-0.85	1.36	1.66	-17.08	78.18	-1.70	-3.57
32	5.79	0.67	2.66	0.38	-1.99	0.25	1.59	0.79	9.73	0.74	4.86	1.18	6.93	2.15	1.05	0.44	-14.30	1.97	74.93	0.65	-6.35	1.85	-1.91	1.04	0.20	1.37	1.83	0.21	-18.94	1.93	78.35	0.65	-3.32	2.33	-3.87	1.99	6.48	2.24	-1.76	1.95	1.43	10.49	9.01	5.54	3.35	8.52	0.55	-12.07	75.26	-6.04	-1.97	1.63	-1.01	1.82	1.57	-18.28	-19.52	79.19	77.85	-1.68	-6.56	-3.50	-6.57	5.13	2.76	-1.96	0.57	9.18	4.53	4.49	1.18	-15.78	74.18	-8.34	-2.91	-0.94	2.09	-21.26	77.83	-3.47	-1.76	5.75	2.98	-2.26	2.42	10.25	6.02	7.80	1.41	-15.05	75.34	-4.68	-0.84	1.11	1.82	-16.69	78.54	-1.56	-3.65
33	5.00	0.65	2.41	0.29	-1.97	0.47	0.79	0.75	9.53	0.70	4.88	1.26	6.58	2.07	0.94	0.43	-14.16	1.95	75.25	0.62	-6.46	1.78	-1.90	1.02	0.00	1.30	2.02	0.17	-18.53	1.92	78.68	0.67	-3.08	2.11	-3.77	1.84	5.73	2.08	-1.55	1.09	0.71	10.23	8.92	5.60	3.30	8.26	0.45	-11.98	75.65	-6.01	-2.05	1.33	-1.14	1.97	1.86	-18.09	-18.51	79.56	78.13	-1.63	-5.99	-3.52	-6.15	4.50	2.50	-1.89	-0.21	8.94	4.49	4.26	1.10	-15.72	74.53	-8.41	-2.84	-1.09	2.27	-21.09	78.17	-3.24	-1.66	4.78	2.65	-2.48	1.57	10.04	6.15	7.21	1.27	-14.78	75.56	-4.94	-0.81	0.90	1.98	-16.44	78.87	-1.44	-3.75
34	4.26	0.63	2.21	0.21	-1.78	0.64	0.01	0.70	9.36	0.66	4.99	1.32	6.26	2.03	0.83	0.41	-14.21	1.88	75.57	0.61	-6.57	1.70	-1.87	1.01	-0.14	1.22	2.22	0.16	-18.23	1.94	79.01	0.70	-2.86	1.87	-3.67	1.70	4.99	1.97	-1.18	0.29	-0.01	10.02	8.84	5.69	3.41	8.04	0.36	-12.12	76.03	-6.07	-2.12	1.11	-1.19	2.12	2.15	-17.92	-17.71	79.93	78.44	-1.59	-5.45	-3.52	-5.71	3.90	2.29	-1.70	-0.94	8.75	4.46	4.05	1.00	-15.76	74.87	-8.47	-2.73	-1.20	2.46	-20.96	78.49	-3.04	-1.57	3.89	2.36	-2.45	0.71	9.84	6.41	6.70	1.13	-14.75	75.81	-5.17	-0.77	0.71	2.15	-16.35	79.19	-1.38	-3.86
35	3.54	0.62	2.04	0.14	-1.45	0.74	-0.76	0.63	9.21	0.63	5.15	1.39	5.99	2.00	0.71	0.39	-14.40	1.75	75.89	0.62	-6.72	1.61	-1.83	1.00	-0.24	1.16	2.41	0.17	-18.02	1.96	79.33	0.73	-2.70	1.63	-3.58	1.57	4.24	1.88	-0.71	-0.47	-0.75	9.84	8.75	5.77	3.66	7.85	0.27	-12.45	76.40	-6.23	-2.19	0.96	-1.17	2.27	2.41	-17.77	-17.08	80.30	78.78	-1.60	-4.94	-3.51	-5.31	3.32	2.12	-1.44	-1.64	8.58	4.42	3.87	0.88	-15.84	75.19	-8.51	-2.60	-1.29	2.65	-20.84	78.76	-2.86	-1.52	3.06	2.12	-2.19	-0.18	9.64	6.77	6.25	0.98	-14.93	76.06	-5.41	-0.70	0.54	2.31	-16.38	79.48	-1.39	-3.99
36	2.83	0.61	1.89	0.09	-1.04	0.77	-1.54	0.56	9.05	0.60	5.34	1.45	5.75	2.00	0.60	0.34	-14.69	1.59	76.20	0.64	-6.90	1.49	-1.79	1.02	-0.29	1.10	2.58	0.19	-17.84	1.98	79.63	0.77	-2.59	1.38	-3.54	1.48	3.48	1.79	-0.22	-1.21	-1.51	9.68	8.66	5.84	3.98	7.70	0.21	-12.89	76.76	-6.50	-2.26	0.89	-1.10	2.42	2.62	-17.63	-16.56	80.67	79.13	-1.68	-4.49	-3.51	-4.98	2.73	1.96	-1.15	-2.34	8.43	4.37	3.70	0.75	-15.91	75.51	-8.56	-2.50	-1.35	2.84	-20.72	78.99	-2.72	-1.50	2.27	1.91	-1.74	-1.10	9.44	7.16	5.86	0.83	-15.27	76.33	-5.65	-0.62	0.39	2.46	-16.47	79.74	-1.49	-4.17
37	2.11	0.62	1.74	0.07	-0.60	0.74	-2.33	0.49	8.89	0.56	5.52	1.52	5.57	2.01	0.50	0.28	-15.00	1.44	76.52	0.66	-7.14	1.36	-1.78	1.05	-0.31	1.07	2.73	0.22	-17.68	2.02	79.91	0.82	-2.56	1.11	-3.55	1.43	2.73	1.68	0.23	-1.94	-2.30	9.51	8.54	5.90	4.33	7.59	0.18	-13.34	77.12	-6.87	-2.33	0.90	-1.00	2.53	2.79	-17.47	-16.11	81.03	79.47	-1.83	-4.10	-3.53	-4.74	2.11	1.81	-0.85	-3.03	8.30	4.33	3.57	0.63	-15.97	75.81	-8.61	-2.45	-1.40	3.01	-20.58	79.16	-2.62	-1.55	1.50	1.72	-1.19	-2.06	9.21	7.51	5.54	0.68	-15.69	76.61	-5.93	-0.57	0.26	2.58	-16.56	79.96	-1.67	-4.40
38	1.41	0.63	1.58	0.06	-0.21	0.68	-3.13	0.45	8.72	0.52	5.66	1.58	5.43	2.02	0.42	0.21	-15.26	1.35	76.83	0.68	-7.42	1.25	-1.82	1.08	-0.28	1.07	2.84	0.25	-17.48	2.06	80.15	0.89	-2.59	0.85	-3.63	1.42	1.99	1.56	0.58	-2.66	-3.08	9.33	8.42	5.92	4.66	7.52	0.17	-13.71	77.47	-7.30	-2.41	0.98	-0.87	2.62	2.92	-17.26	-15.67	81.38	79.81	-2.03	-3.80	-3.59	-4.62	1.50	1.65	-0.57	-3.74	8.17	4.28	3.49	0.52	-15.99	76.11	-8.72	-2.48	-1.40	3.15	-20.42	79.28	-2.57	-1.63	0.74	1.53	-0.63	-3.04	8.97	7.78	5.30	0.55	-16.08	76.91	-6.23	-0.58	0.16	2.66	-16.58	80.14	-1.95	-4.68
39	0.74	0.65	1.41	0.08	0.10	0.60	-3.92	0.45	8.55	0.48	5.75	1.61	5.37	2.02	0.36	0.15	-15.42	1.32	77.14	0.70	-7.74	1.18	-1.93	1.10	-0.21	1.08	2.91	0.26	-17.22	2.12	80.37	0.97	-2.68	0.62	-3.77	1.45	1.30	1.42	0.78	-3.36	-3.84	9.14	8.30	5.90	4.93	7.50	0.19	-13.90	77.80	-7.77	-2.53	1.15	-0.71	2.68	3.00	-16.95	-15.24	81.71	80.13	-2.26	-3.60	-3.68	-4.61	0.89	1.48	-0.33	-4.44	8.05	4.23	3.48	0.45	-15.99	76.40	-8.91	-2.60	-1.35	3.25	-20.22	79.38	-2.58	-1.76	0.03	1.33	-0.16	-4.03	8.73	7.94	5.15	0.45	-16.36	77.21	-6.56	-0.66	0.07	2.73	-16.49	80.27	-2.30	-5.02
40	0.11	0.68	1.23	0.09	0.27	0.48	-4.67	0.49	8.39	0.43	5.76	1.60	5.40	1.99	0.33	0.10	-15.42	1.37	77.45	0.73	-8.12	1.14	-2.11	1.12	-0.09	1.10	2.96	0.27	-16.88	2.20	80.57	1.06	-2.85	0.45	-3.96	1.51	0.66	1.27	0.79	-4.04	-4.56	8.94	8.17	5.81	5.10	7.53	0.21	-13.86	78.13	-8.25	-2.70	1.38	-0.51	2.71	3.04	-16.50	-14.78	82.01	80.45	-2.51	-3.52	-3.81	-4.73	0.33	1.30	-0.16	-5.12	7.94	4.19	3.58	0.40	-15.95	76.68	-9.19	-2.82	-1.22	3.30	-19.97	79.46	-2.65	-1.92	-0.65	1.13	0.17	-4.98	8.49	7.95	5.11	0.38	-16.45	77.53	-6.92	-0.81	0.01	2.78	-16.26	80.36	-2.73	-5.40
41	-0.45	0.71	1.04	0.11	0.27	0.34	-5.38	0.55	8.22	0.39	5.68	1.54	5.53	1.95	0.32	0.07	-15.23	1.47	77.75	0.75	-8.54	1.13	-2.37	1.15	0.10	1.12	2.98	0.27	-16.43	2.28	80.75	1.14	-3.09	0.39	-4.22	1.59	0.09	1.09	0.60	-4.68	-5.21	8.74	8.05	5.64	5.13	7.63	0.24	-13.55	78.45	-8.73	-2.92	1.67	-0.27	2.71	3.03	-15.91	-14.28	82.28	80.76	-2.78	-3.59	-3.99	-4.95	-0.18	1.12	-0.08	-5.75	7.83	4.15	3.78	0.38	-15.82	76.96	-9.57	-3.13	-0.99	3.32	-19.66	79.54	-2.77	-2.11	-1.25	0.92	0.28	-5.88	8.27	7.80	5.19	0.36	-16.32	77.85	-7.33	-1.05	-0.00	2.83	-15.87	80.42	-3.22	-5.82
42	-0.95	0.73	0.83	0.12	0.07	0.19	-6.01	0.61	8.06	0.34	5.49	1.44	5.77	1.89	0.35	0.06	-14.85	1.60	78.06	0.77	-9.02	1.14	-2.68	1.18	0.36	1.14	2.97	0.26	-15.86	2.37	80.91	1.23	-3.39	0.44	-4.52	1.67	-0.42	0.87	0.20	-5.28	-5.79	8.53	7.91	5.38	5.00	7.80	0.29	-13.02	78.76	-9.22	-3.19	2.01	0.02	2.71	2.99	-15.18	-13.73	82.53	81.05	-3.06	-3.79	-4.22	-5.27	-0.65	0.92	-0.14	-6.32	7.73	4.08	4.08	0.38	-15.56	77.24	-10.05	-3.52	-0.64	3.32	-19.24	79.61	-2.97	-2.35	-1.78	0.69	0.16	-6.67	8.05	7.49	5.41	0.38	-15.96	78.17	-7.79	-1.34	0.05	2.87	-15.30	80.44	-3.76	-6.25
43	-1.39	0.74	0.57	0.13	-0.32	0.10	-6.56	0.66	7.87	0.30	5.18	1.31	6.10	1.82	0.41	0.05	-14.27	1.69	78.35	0.79	-9.55	1.15	-3.04	1.20	0.70	1.16	2.95	0.25	-15.18	2.43	81.04	1.32	-3.76	0.55	-4.88	1.74	-0.85	0.59	-0.37	-5.80	-6.29	8.30	7.75	5.03	4.71	8.07	0.35	-12.33	79.06	-9.73	-3.47	2.41	0.39	2.68	2.94	-14.34	-13.12	82.73	81.31	-3.34	-4.11	-4.50	-5.68	-1.09	0.69	-0.39	-6.81	7.61	3.94	4.48	0.42	-15.13	77.50	-10.59	-3.97	-0.18	3.28	-18.70	79.66	-3.23	-2.63	-2.23	0.44	-0.20	-7.33	7.83	7.02	5.76	0.45	-15.37	78.47	-8.32	-1.67	0.19	2.90	-14.57	80.44	-4.34	-6.69
44	-1.79	0.74	0.26	0.13	-0.89	0.13	-7.01	0.70	7.66	0.27	4.77	1.17	6.55	1.77	0.48	0.05	-13.55	1.72	78.62	0.81	-10.11	1.16	-3.41	1.23	1.14	1.18	2.92	0.24	-14.42	2.46	81.13	1.41	-4.16	0.67	-5.28	1.80	-1.24	0.25	-1.03	-6.24	-6.71	8.05	7.57	4.62	4.30	8.45	0.44	-11.56	79.34	-10.24	-3.76	2.89	0.84	2.65	2.88	-13.44	-12.51	82.90	81.54	-3.64	-4.51	-4.86	-6.15	-1.50	0.40	-0.81	-7.22	7.45	3.71	4.95	0.47	-14.52	77.75	-11.19	-4.44	0.37	3.24	-18.02	79.66	-3.56	-2.96	-2.62	0.14	-0.81	-7.87	7.58	6.43	6.24	0.54	-14.56	78.76	-8.89	-2.04	0.46	2.92	-13.70	80.43	-4.93	-7.13
45	-2.15	0.74	-0.11	0.13	-1.57	0.18	-7.37	0.73	7.42	0.24	4.29	1.04	7.09	1.73	0.56	0.06	-12.73	1.66	78.87	0.83	-10.69	1.16	-3.80	1.26	1.69	1.20	2.90	0.22	-13.61	2.42	81.20	1.50	-4.59	0.78	-5.72	1.85	-1.58	-0.15	-1.73	-6.58	-7.05	7.78	7.38	4.16	3.85	8.93	0.52	-10.82	79.60	-10.74	-4.05	3.45	1.40	2.65	2.84	-12.54	-11.93	83.02	81.72	-3.95	-4.96	-5.31	-6.67	-1.89	0.04	-1.38	-7.54	7.23	3.38	5.51	0.54	-13.77	77.97	-11.82	-4.92	1.03	3.18	-17.20	79.62	-3.94	-3.33	-2.98	-0.22	-1.62	-8.29	7.30	5.78	6.84	0.62	-13.59	79.03	-9.51	-2.43	0.87	2.93	-12.77	80.42	-5.52	-7.58
